user_id,quiz_id,overall_accuracy,mcq_accuracy,subjective_score,consistency,attempted_ratio,avg_time_spent,avg_difficulty
u279,q279,0.34,0.41,0.31,0.22,0.51,30.0,2
u7985,q7985,0.81,0.77,0.63,0.63,1.0,64.0,2
u8817,q8817,0.87,0.89,0.81,0.85,1.0,43.0,3
u4934,q4934,0.67,0.68,0.52,0.63,0.88,42.0,2
u5080,q5080,0.71,0.55,0.85,0.83,0.9,85.0,2
u8449,q8449,0.82,0.9,0.79,0.79,1.0,40.0,3
u7224,q7224,0.66,0.73,0.59,0.63,0.78,35.0,3
u3976,q3976,0.65,0.73,0.61,0.52,0.82,63.0,1
u3455,q3455,0.9,0.83,0.77,0.72,0.94,46.0,2
u555,q555,0.28,0.43,0.02,0.36,0.51,130.0,2
u8207,q8207,0.88,0.85,0.93,0.87,1.0,38.0,3
u6126,q6126,0.84,0.93,0.66,0.78,0.97,70.0,1
u6032,q6032,0.68,0.61,0.62,0.72,0.83,83.0,2
u5457,q5457,0.64,0.75,0.46,0.69,0.91,61.0,3
u7219,q7219,0.64,0.78,0.33,0.67,0.74,58.0,2
u8771,q8771,0.85,0.89,1.0,0.85,1.0,39.0,3
u6009,q6009,0.68,0.78,0.63,0.74,0.95,93.0,3
u8599,q8599,0.98,0.89,0.98,0.85,0.95,49.0,2
u4692,q4692,0.68,0.67,0.74,0.69,0.97,58.0,3
u628,q628,0.38,0.39,0.41,0.62,1.0,23.0,1
u5785,q5785,0.82,0.87,0.67,0.66,0.95,53.0,3
u8027,q8027,0.78,0.82,0.7,0.77,1.0,58.0,3
u3593,q3593,0.73,0.86,0.49,0.62,0.7,71.0,2
u7249,q7249,0.56,0.54,0.76,0.51,0.93,65.0,2
u2671,q2671,0.39,0.33,0.67,0.57,0.28,11.0,1
u9937,q9937,0.8,0.86,0.6,0.81,0.99,40.0,3
u2545,q2545,0.48,0.64,0.25,0.41,0.64,19.0,1
u2401,q2401,0.32,0.33,0.12,0.44,0.57,29.0,1
u4981,q4981,0.68,0.66,0.6,0.8,0.83,71.0,2
u9493,q9493,0.95,0.91,0.91,0.87,0.92,62.0,3
u7570,q7570,0.5,0.67,0.35,0.74,0.86,42.0,1
u2845,q2845,0.53,0.42,0.41,0.47,0.61,27.0,1
u2917,q2917,0.39,0.38,0.42,0.66,0.75,32.0,2
u3395,q3395,0.65,0.77,0.63,0.75,0.87,65.0,2
u8587,q8587,0.91,0.91,0.88,0.88,0.98,47.0,3
u3665,q3665,0.7,0.81,0.61,0.56,0.87,65.0,2
u4352,q4352,0.69,0.64,0.55,0.78,0.86,40.0,3
u6000,q6000,0.53,0.66,0.39,0.6,0.82,63.0,2
u6458,q6458,0.68,0.76,0.7,0.7,1.0,39.0,3
u459,q459,0.19,0.34,0.3,0.3,0.81,22.0,1
u7668,q7668,0.79,0.66,0.67,0.75,0.91,71.0,2
u96,q96,0.38,0.25,0.49,0.51,0.63,118.0,2
u5546,q5546,0.68,0.69,0.62,0.73,0.83,74.0,2
u833,q833,0.37,0.3,0.46,0.23,0.51,21.0,1
u4757,q4757,0.65,0.77,0.63,0.58,0.96,58.0,2
u8754,q8754,1.0,0.98,0.98,0.85,0.96,41.0,3
u3428,q3428,0.73,0.73,0.66,0.66,0.77,60.0,3
u5820,q5820,0.78,0.72,0.93,0.56,0.92,45.0,3
u6862,q6862,0.53,0.62,0.44,0.61,0.92,64.0,2
u9226,q9226,1.0,0.93,1.0,0.79,0.95,55.0,3
u411,q411,0.29,0.47,0.2,0.47,0.59,147.0,1
u4275,q4275,0.6,0.55,0.84,0.82,0.92,82.0,1
u6033,q6033,0.61,0.51,0.8,0.74,1.0,71.0,2
u7736,q7736,0.65,0.56,0.78,0.49,0.87,57.0,2
u6259,q6259,0.48,0.56,0.3,0.41,0.97,60.0,3
u6990,q6990,0.81,0.78,0.74,0.53,0.93,42.0,3
u8736,q8736,0.93,0.92,0.81,0.94,0.99,38.0,3
u3331,q3331,0.52,0.66,0.38,0.69,0.88,49.0,2
u6899,q6899,0.57,0.61,0.62,0.73,1.0,37.0,2
u2694,q2694,0.4,0.39,0.14,0.38,0.51,104.0,2
u7836,q7836,0.52,0.74,0.39,0.79,0.88,68.0,3
u4322,q4322,0.81,0.77,0.7,0.7,0.86,63.0,2
u4920,q4920,0.5,0.51,0.6,0.66,0.73,67.0,2
u3424,q3424,0.63,0.71,0.54,0.63,0.84,64.0,2
u2783,q2783,0.33,0.28,0.37,0.58,0.23,34.0,1
u5918,q5918,0.51,0.56,0.53,0.89,0.71,88.0,1
u2043,q2043,0.26,0.35,0.27,0.18,0.56,22.0,1
u1702,q1702,0.33,0.45,0.08,0.23,0.72,26.0,1
u1344,q1344,0.56,0.52,0.45,0.26,0.41,113.0,2
u9412,q9412,0.74,0.74,0.88,0.9,1.0,40.0,3
u4845,q4845,0.62,0.68,0.54,0.52,0.97,61.0,2
u8903,q8903,0.87,0.82,0.89,0.76,0.98,43.0,2
u6242,q6242,0.78,0.74,0.72,0.84,0.78,81.0,3
u7347,q7347,0.6,0.75,0.61,0.61,0.96,54.0,2
u3588,q3588,0.62,0.67,0.53,0.51,0.77,45.0,2
u337,q337,0.13,0.32,0.1,0.5,0.88,132.0,2
u802,q802,0.25,0.35,0.06,0.26,0.7,149.0,1
u1372,q1372,0.47,0.57,0.22,0.41,0.56,114.0,1
u866,q866,0.31,0.36,0.19,0.55,0.59,25.0,2
u7829,q7829,0.67,0.69,0.63,0.53,0.83,85.0,2
u3134,q3134,0.69,0.71,0.7,0.7,0.96,47.0,3
u4880,q4880,0.7,0.71,0.7,0.47,0.92,67.0,1
u6803,q6803,0.67,0.7,0.59,0.8,1.0,48.0,2
u6778,q6778,0.81,0.78,0.87,0.69,0.95,44.0,1
u20,q20,0.31,0.26,0.38,0.54,0.73,115.0,1
u4041,q4041,0.69,0.75,0.58,0.9,0.87,54.0,2
u5563,q5563,0.8,0.81,0.72,0.66,0.79,54.0,3
u7687,q7687,0.67,0.67,0.66,0.72,0.84,52.0,2
u328,q328,0.4,0.48,0.21,0.49,0.81,21.0,1
u6224,q6224,0.62,0.8,0.34,0.61,1.0,59.0,2
u9565,q9565,0.91,0.92,0.74,0.76,1.0,44.0,3
u9118,q9118,0.8,0.95,0.71,0.83,0.97,32.0,3
u2290,q2290,0.45,0.54,0.44,0.11,0.99,95.0,1
u6343,q6343,0.69,0.57,0.62,0.8,0.85,79.0,2
u3194,q3194,0.64,0.79,0.59,0.68,0.92,49.0,2
u3165,q3165,0.68,0.67,0.72,0.59,0.85,53.0,3
u4724,q4724,0.53,0.53,0.49,0.57,0.95,44.0,2
u2540,q2540,0.43,0.41,0.44,0.5,0.87,127.0,1
u3481,q3481,0.8,0.87,0.64,0.74,0.97,70.0,1
u431,q431,0.29,0.28,0.37,0.31,0.77,158.0,1
u8321,q8321,0.93,0.86,0.96,0.76,0.97,35.0,3
u1354,q1354,0.27,0.48,0.05,0.58,0.43,22.0,1
u4916,q4916,0.58,0.75,0.39,0.75,0.6,59.0,2
u831,q831,0.28,0.27,0.27,0.47,0.4,25.0,1
u236,q236,0.3,0.46,0.33,0.55,0.34,112.0,1
u3562,q3562,0.58,0.58,0.48,0.76,0.77,62.0,1
u8029,q8029,0.78,0.84,0.78,0.92,0.94,63.0,3
u5901,q5901,0.53,0.55,0.61,0.65,0.86,67.0,1
u7372,q7372,0.63,0.69,0.41,0.54,0.58,67.0,2
u7409,q7409,0.64,0.7,0.69,0.61,1.0,68.0,3
u609,q609,0.2,0.22,0.1,0.28,0.31,25.0,1
u1575,q1575,0.35,0.45,0.19,0.29,0.38,113.0,1
u9055,q9055,0.95,0.92,0.76,0.83,1.0,43.0,3
u2104,q2104,0.37,0.51,0.31,0.12,0.65,27.0,1
u7163,q7163,0.58,0.52,0.48,0.73,0.81,48.0,2
u4943,q4943,0.65,0.68,0.61,0.8,0.89,41.0,3
u685,q685,0.41,0.28,0.39,0.4,0.44,128.0,1
u1511,q1511,0.16,0.29,0.12,0.66,0.41,158.0,1
u8112,q8112,0.8,0.93,0.76,0.88,1.0,24.0,3
u3061,q3061,0.79,0.72,0.68,0.6,0.91,57.0,3
u8246,q8246,0.88,0.84,0.83,0.87,1.0,44.0,3
u9134,q9134,0.95,0.95,1.0,0.88,0.98,42.0,3
u9187,q9187,0.99,0.95,0.85,0.83,0.93,46.0,2
u6927,q6927,0.66,0.81,0.49,0.61,0.72,63.0,2
u7128,q7128,0.49,0.57,0.51,0.7,0.76,72.0,2
u9719,q9719,0.77,0.92,0.69,0.82,0.97,60.0,2
u1960,q1960,0.44,0.42,0.38,0.34,0.63,26.0,1
u8355,q8355,0.85,0.99,0.75,0.8,1.0,54.0,3
u972,q972,0.27,0.33,0.13,0.39,0.74,21.0,2
u9912,q9912,0.93,0.89,0.93,0.87,1.0,46.0,3
u8154,q8154,0.9,0.94,0.8,0.93,0.99,49.0,3
u895,q895,0.34,0.54,0.24,0.29,0.57,131.0,1
u5958,q5958,0.58,0.55,0.44,0.73,1.0,56.0,3
u6042,q6042,0.74,0.64,0.85,0.68,0.69,71.0,1
u1333,q1333,0.5,0.38,0.41,0.76,0.98,112.0,1
u1098,q1098,0.1,0.2,0.21,0.39,0.66,146.0,1
u6406,q6406,0.57,0.74,0.34,0.67,0.76,78.0,2
u2893,q2893,0.37,0.48,0.09,0.26,0.42,27.0,1
u2806,q2806,0.29,0.22,0.32,0.1,0.49,144.0,1
u9494,q9494,0.82,0.88,0.65,0.84,0.99,38.0,3
u5558,q5558,0.54,0.54,0.45,0.54,0.72,68.0,2
u8190,q8190,0.88,0.86,0.85,0.73,0.98,36.0,3
u4045,q4045,0.68,0.84,0.59,0.68,0.72,54.0,2
u5304,q5304,0.64,0.67,0.67,0.56,0.91,59.0,1
u7969,q7969,0.61,0.62,0.45,0.77,0.97,43.0,2
u7789,q7789,0.65,0.73,0.51,0.66,0.98,48.0,2
u6900,q6900,0.84,0.88,0.82,0.76,0.84,46.0,3
u5160,q5160,0.56,0.57,0.59,0.66,0.88,73.0,2
u1374,q1374,0.35,0.24,0.32,0.11,0.49,124.0,1
u7104,q7104,0.53,0.63,0.51,0.82,0.61,74.0,2
u9527,q9527,0.89,0.93,0.82,0.82,0.98,30.0,2
u9105,q9105,0.94,0.88,0.92,0.88,0.99,32.0,3
u133,q133,0.18,0.29,0.04,0.68,0.65,17.0,1
u5307,q5307,0.48,0.42,0.63,0.68,0.7,67.0,2
u6332,q6332,0.77,0.65,0.67,0.69,0.94,56.0,2
u1843,q1843,0.34,0.35,0.4,0.5,0.43,111.0,2
u1637,q1637,0.4,0.3,0.38,0.24,0.44,34.0,2
u8969,q8969,0.89,0.88,0.82,0.76,0.98,44.0,3
u3267,q3267,0.67,0.86,0.35,0.57,0.64,75.0,2
u8453,q8453,0.9,0.91,0.77,0.8,1.0,22.0,2
u9078,q9078,0.88,0.91,0.93,0.84,0.98,59.0,2
u3054,q3054,0.67,0.8,0.32,0.67,0.94,74.0,3
u2726,q2726,0.27,0.4,0.12,0.34,0.46,33.0,1
u725,q725,0.3,0.42,0.21,0.33,0.45,119.0,2
u9879,q9879,0.87,0.96,0.8,0.92,0.99,47.0,3
u7765,q7765,0.7,0.67,0.69,0.5,0.93,62.0,3
u522,q522,0.25,0.45,0.0,0.39,1.0,25.0,2
u8418,q8418,0.92,0.88,0.93,0.83,0.96,37.0,2
u2406,q2406,0.46,0.53,0.3,0.05,0.71,161.0,1
u6584,q6584,0.48,0.59,0.44,0.67,0.73,75.0,2
u2975,q2975,0.42,0.49,0.37,0.52,0.47,27.0,1
u4854,q4854,0.72,0.72,0.66,0.56,0.97,66.0,2
u5770,q5770,0.57,0.74,0.39,0.54,0.64,38.0,2
u5004,q5004,0.51,0.62,0.44,0.81,0.92,60.0,2
u7201,q7201,0.78,0.71,0.67,0.73,0.86,42.0,3
u8837,q8837,0.93,0.91,1.0,0.8,0.95,53.0,3
u2840,q2840,0.33,0.38,0.21,0.49,0.62,127.0,2
u5676,q5676,0.68,0.77,0.52,0.65,0.65,61.0,2
u9698,q9698,0.91,0.89,0.93,0.89,0.99,49.0,3
u2620,q2620,0.47,0.55,0.28,0.64,0.78,138.0,1
u9264,q9264,0.81,0.88,0.69,0.84,0.97,56.0,3
u6448,q6448,0.66,0.65,0.65,0.77,0.89,59.0,2
u2022,q2022,0.38,0.43,0.19,0.32,0.28,143.0,1
u4681,q4681,0.64,0.68,0.65,0.74,0.9,56.0,2
u1713,q1713,0.2,0.18,0.36,0.36,0.31,21.0,2
u7056,q7056,0.77,0.9,0.72,0.65,0.9,57.0,2
u9146,q9146,0.91,0.92,0.92,0.91,0.98,36.0,2
u7763,q7763,0.69,0.71,0.67,0.82,0.96,93.0,2
u4599,q4599,0.73,0.83,0.62,0.54,0.74,98.0,2
u5017,q5017,0.55,0.64,0.56,0.59,0.98,62.0,3
u2287,q2287,0.26,0.48,0.12,0.42,0.5,23.0,1
u4949,q4949,0.58,0.64,0.7,0.64,0.94,58.0,1
u848,q848,0.46,0.65,0.23,0.47,0.65,99.0,2
u7274,q7274,0.66,0.71,0.45,0.45,0.93,71.0,2
u7055,q7055,0.75,0.92,0.37,0.48,0.82,77.0,2
u9312,q9312,0.94,0.91,0.89,0.86,0.99,30.0,2
u3897,q3897,0.69,0.81,0.42,0.78,0.73,73.0,3
u9568,q9568,0.98,1.0,0.8,0.8,0.99,51.0,3
u1147,q1147,0.3,0.29,0.36,0.49,0.37,64.0,2
u7232,q7232,0.67,0.69,0.49,0.45,0.8,96.0,2
u7207,q7207,0.67,0.71,0.63,0.76,0.84,73.0,1
u2825,q2825,0.34,0.39,0.21,0.53,0.38,24.0,1
u392,q392,0.3,0.45,0.18,0.4,0.9,131.0,2
u2625,q2625,0.5,0.44,0.56,0.55,1.0,135.0,2
u2114,q2114,0.16,0.3,0.09,0.21,0.52,35.0,1
u6730,q6730,0.58,0.71,0.4,0.61,0.72,84.0,3
u6140,q6140,0.82,0.8,0.8,0.66,0.81,79.0,2
u5840,q5840,0.59,0.63,0.54,0.72,0.86,51.0,2
u4475,q4475,0.75,0.95,0.43,0.59,0.86,50.0,2
u2538,q2538,0.39,0.49,0.25,0.65,0.64,26.0,2
u7738,q7738,0.64,0.5,0.89,0.63,0.82,46.0,2
u8769,q8769,1.0,0.94,1.0,0.96,0.97,40.0,3
u7706,q7706,0.65,0.83,0.45,0.68,0.77,59.0,2
u8298,q8298,0.78,0.82,0.79,0.89,0.98,47.0,3
u2645,q2645,0.36,0.29,0.41,0.44,0.7,29.0,2
u403,q403,0.38,0.4,0.33,0.35,0.28,165.0,1
u2504,q2504,0.2,0.34,0.09,0.36,0.85,25.0,1
u6660,q6660,0.71,0.78,0.55,0.65,0.9,49.0,2
u2106,q2106,0.43,0.56,0.33,0.1,0.23,141.0,1
u7973,q7973,0.78,0.78,0.71,0.47,0.78,57.0,2
u7761,q7761,0.83,0.84,0.64,0.59,0.76,42.0,2
u1878,q1878,0.37,0.38,0.36,0.45,0.8,164.0,1
u4199,q4199,0.59,0.77,0.55,0.64,0.73,51.0,2
u30,q30,0.38,0.37,0.31,0.31,0.46,19.0,1
u5379,q5379,0.73,0.73,0.63,0.75,0.88,67.0,1
u9159,q9159,0.77,0.84,0.78,0.92,1.0,34.0,2
u4782,q4782,0.75,0.77,0.72,0.52,0.85,61.0,2
u3925,q3925,0.7,0.74,0.59,0.66,0.91,69.0,1
u3753,q3753,0.65,0.65,0.55,0.8,0.92,75.0,2
u8714,q8714,0.92,0.9,0.8,0.73,0.95,49.0,3
u4301,q4301,0.55,0.7,0.48,0.66,0.74,55.0,1
u4588,q4588,0.68,0.74,0.51,0.63,0.88,64.0,2
u2089,q2089,0.38,0.35,0.31,0.47,0.01,112.0,1
u558,q558,0.38,0.36,0.32,0.57,0.75,143.0,1
u5699,q5699,0.42,0.71,0.16,0.78,0.82,49.0,2
u303,q303,0.42,0.47,0.33,0.54,0.71,118.0,1
u71,q71,0.31,0.44,0.11,0.49,0.78,106.0,1
u7913,q7913,0.58,0.69,0.65,0.6,0.97,33.0,1
u5547,q5547,0.85,0.89,0.64,0.59,0.81,54.0,1
u7655,q7655,0.61,0.8,0.48,0.68,0.84,76.0,2
u41,q41,0.38,0.47,0.39,0.54,0.64,31.0,1
u7236,q7236,0.78,0.77,0.43,0.49,0.83,53.0,2
u3634,q3634,0.7,0.79,0.48,0.54,0.71,47.0,2
u3636,q3636,0.56,0.54,0.51,0.82,0.83,56.0,2
u1703,q1703,0.45,0.46,0.4,0.3,0.52,161.0,1
u276,q276,0.48,0.45,0.5,0.41,0.23,118.0,1
u4044,q4044,0.75,0.78,0.57,0.7,0.86,66.0,2
u4291,q4291,0.58,0.77,0.38,0.71,0.77,65.0,2
u9952,q9952,0.84,0.9,0.72,0.86,0.98,33.0,3
u8755,q8755,0.91,0.86,0.9,0.9,0.97,42.0,2
u3124,q3124,0.56,0.63,0.76,0.8,0.72,79.0,2
u3148,q3148,0.78,0.82,0.72,0.71,0.98,29.0,2
u2531,q2531,0.45,0.45,0.49,0.27,0.36,30.0,1
u3797,q3797,0.58,0.71,0.48,0.63,0.78,71.0,1
u3263,q3263,0.77,0.7,0.85,0.66,0.77,75.0,3
u8912,q8912,0.97,0.91,0.78,0.82,0.98,51.0,2
u3973,q3973,0.7,0.68,0.84,0.59,0.82,79.0,2
u4416,q4416,0.63,0.52,0.65,0.41,0.93,33.0,2
u3737,q3737,0.65,0.61,0.7,0.75,0.75,74.0,2
u4171,q4171,0.6,0.62,0.52,0.69,0.74,57.0,1
u1011,q1011,0.41,0.53,0.3,0.44,0.78,32.0,2
u1355,q1355,0.36,0.34,0.36,0.6,0.74,23.0,1
u1933,q1933,0.45,0.35,0.53,0.37,0.37,114.0,1
u9501,q9501,0.8,0.82,0.89,0.83,0.96,29.0,3
u8065,q8065,0.83,0.82,0.84,0.87,0.98,26.0,3
u7601,q7601,0.5,0.58,0.41,0.68,0.92,69.0,2
u976,q976,0.28,0.21,0.33,0.4,0.49,24.0,2
u4640,q4640,0.66,0.72,0.75,0.59,1.0,63.0,2
u5088,q5088,0.52,0.7,0.51,0.7,0.91,44.0,3
u4132,q4132,0.68,0.69,0.71,0.69,0.86,46.0,2
u6367,q6367,0.75,0.72,0.7,0.55,0.91,67.0,2
u1119,q1119,0.31,0.42,0.23,0.27,0.45,157.0,2
u4343,q4343,0.73,0.7,0.83,0.64,0.79,69.0,1
u8028,q8028,0.83,0.88,0.7,0.84,0.95,39.0,3
u480,q480,0.61,0.51,0.51,0.44,0.81,94.0,2
u9083,q9083,0.8,0.83,0.86,0.86,1.0,49.0,2
u9251,q9251,0.79,0.83,0.91,0.91,0.99,51.0,3
u1624,q1624,0.33,0.33,0.42,0.29,0.87,26.0,2
u4408,q4408,0.67,0.74,0.51,0.74,0.71,56.0,2
u9071,q9071,0.96,0.94,1.0,0.77,0.97,59.0,2
u7650,q7650,0.88,0.97,0.57,0.63,0.91,57.0,2
u3364,q3364,0.69,0.63,0.73,0.72,0.92,82.0,2
u6024,q6024,0.74,0.89,0.47,0.66,0.95,86.0,2
u7697,q7697,0.72,0.84,0.68,0.61,0.88,83.0,2
u4828,q4828,0.71,0.76,0.59,0.54,0.84,57.0,2
u7121,q7121,0.74,0.8,0.6,0.56,0.85,38.0,2
u9441,q9441,0.92,0.96,0.95,0.82,0.96,35.0,3
u7284,q7284,0.6,0.69,0.43,0.82,1.0,44.0,2
u4417,q4417,0.68,0.69,0.51,0.73,0.92,55.0,3
u8990,q8990,0.79,0.84,0.76,0.86,0.99,54.0,3
u9280,q9280,0.88,0.9,0.8,0.87,0.95,39.0,3
u4600,q4600,0.64,0.75,0.5,0.75,0.68,52.0,3
u6757,q6757,0.47,0.53,0.31,0.63,0.69,56.0,2
u4257,q4257,0.76,0.75,0.76,0.64,0.78,79.0,3
u7660,q7660,0.83,0.79,0.88,0.67,0.84,52.0,3
u2209,q2209,0.24,0.37,0.15,0.24,0.7,33.0,1
u1995,q1995,0.36,0.44,0.2,0.29,0.34,104.0,1
u9287,q9287,1.0,0.94,0.89,0.81,0.97,41.0,3
u400,q400,0.47,0.52,0.24,0.18,0.73,31.0,1
u1813,q1813,0.52,0.56,0.4,0.42,0.58,143.0,1
u1236,q1236,0.35,0.56,0.12,0.59,0.63,120.0,1
u6155,q6155,0.44,0.51,0.55,0.54,0.81,54.0,1
u5818,q5818,0.53,0.67,0.42,0.79,0.88,56.0,3
u8968,q8968,0.97,0.94,0.81,0.9,1.0,11.0,2
u6443,q6443,0.81,0.83,0.7,0.47,0.98,63.0,2
u7971,q7971,0.62,0.74,0.44,0.7,0.93,72.0,1
u2453,q2453,0.48,0.39,0.56,0.27,0.24,118.0,2
u5911,q5911,0.6,0.73,0.5,0.76,0.78,79.0,2
u5839,q5839,0.65,0.66,0.69,0.67,0.83,83.0,2
u3600,q3600,0.64,0.75,0.62,0.54,0.87,66.0,2
u6784,q6784,0.82,0.8,0.7,0.86,0.79,56.0,3
u8606,q8606,0.88,0.95,0.77,0.85,0.94,37.0,3
u277,q277,0.36,0.42,0.48,0.54,0.52,154.0,1
u9656,q9656,0.97,0.95,0.98,0.85,0.99,36.0,2
u4130,q4130,0.51,0.59,0.49,0.64,0.82,42.0,1
u6726,q6726,0.74,0.73,0.74,0.68,0.8,53.0,2
u5065,q5065,0.56,0.53,0.84,0.56,0.92,57.0,2
u8185,q8185,0.96,0.9,1.0,0.87,0.95,49.0,3
u6782,q6782,0.63,0.64,0.6,0.52,0.93,73.0,1
u7291,q7291,0.7,0.8,0.51,0.79,1.0,73.0,2
u2370,q2370,0.58,0.52,0.54,0.44,0.85,26.0,1
u8965,q8965,0.97,0.94,0.77,0.8,0.98,57.0,2
u2866,q2866,0.25,0.37,0.21,0.59,0.37,104.0,2
u8047,q8047,0.86,0.88,0.75,0.82,0.99,39.0,3
u547,q547,0.42,0.46,0.4,0.16,0.73,29.0,2
u6486,q6486,0.68,0.76,0.59,0.7,0.93,83.0,3
u9351,q9351,0.72,0.79,0.73,0.91,0.98,39.0,3
u5241,q5241,0.62,0.79,0.59,0.6,0.84,54.0,1
u8809,q8809,0.81,0.86,0.88,0.83,0.99,54.0,3
u9127,q9127,0.92,0.96,0.89,0.83,0.93,54.0,2
u7630,q7630,0.87,0.67,1.0,0.55,0.72,49.0,2
u9413,q9413,0.75,0.85,0.68,0.85,0.97,27.0,3
u4996,q4996,0.72,0.68,0.62,0.55,0.71,46.0,2
u9086,q9086,0.88,0.82,0.8,0.8,0.98,56.0,3
u1893,q1893,0.29,0.36,0.21,0.22,0.59,29.0,1
u6850,q6850,0.7,0.75,0.66,0.74,0.82,82.0,2
u1660,q1660,0.39,0.51,0.18,0.27,0.36,102.0,1
u4620,q4620,0.57,0.61,0.61,0.67,0.71,46.0,2
u3798,q3798,0.75,0.79,0.6,0.6,1.0,54.0,2
u2017,q2017,0.25,0.37,0.0,0.29,0.57,15.0,2
u3937,q3937,0.72,0.81,0.55,0.75,0.87,65.0,3
u3552,q3552,0.55,0.68,0.58,0.55,0.84,40.0,2
u4611,q4611,0.57,0.7,0.62,0.68,0.91,56.0,2
u2906,q2906,0.44,0.48,0.24,0.29,1.0,31.0,2
u8743,q8743,0.93,0.91,0.75,0.78,0.98,39.0,2
u193,q193,0.5,0.42,0.64,0.3,0.72,87.0,1
u1046,q1046,0.42,0.49,0.24,0.32,0.62,127.0,2
u992,q992,0.24,0.2,0.23,0.54,0.64,167.0,1
u3568,q3568,0.63,0.67,0.51,0.58,0.79,36.0,2
u4619,q4619,0.68,0.6,0.62,0.54,0.9,74.0,2
u6779,q6779,0.39,0.59,0.25,0.56,0.91,11.0,3
u6889,q6889,0.64,0.65,0.68,0.64,0.94,50.0,2
u5008,q5008,0.42,0.57,0.27,0.48,0.92,73.0,2
u260,q260,0.44,0.48,0.52,0.35,0.55,117.0,1
u9777,q9777,0.81,0.83,0.81,0.89,0.99,53.0,3
u6998,q6998,0.69,0.73,0.66,0.66,0.97,86.0,2
u9174,q9174,0.95,0.94,0.73,0.87,0.99,40.0,3
u4151,q4151,0.7,0.78,0.66,0.53,0.89,77.0,2
u5287,q5287,0.54,0.71,0.54,0.5,0.87,57.0,1
u7603,q7603,0.65,0.63,0.71,0.54,0.75,54.0,2
u5769,q5769,0.53,0.68,0.54,0.9,1.0,82.0,1
u592,q592,0.41,0.35,0.39,0.22,0.54,149.0,2
u5598,q5598,0.5,0.45,0.76,0.84,0.86,61.0,1
u3245,q3245,0.59,0.8,0.38,0.7,0.96,71.0,2
u7494,q7494,0.7,0.7,0.72,0.59,0.77,58.0,3
u5634,q5634,0.61,0.72,0.5,0.69,0.75,70.0,1
u3772,q3772,0.66,0.85,0.39,0.51,0.94,80.0,2
u8078,q8078,0.83,0.86,0.82,0.79,1.0,52.0,3
u9330,q9330,0.83,0.92,0.75,0.87,0.96,49.0,3
u9581,q9581,0.86,0.93,0.83,0.83,1.0,48.0,3
u397,q397,0.35,0.23,0.38,0.42,0.73,115.0,1
u2852,q2852,0.4,0.48,0.23,0.29,0.63,14.0,1
u457,q457,0.38,0.39,0.46,0.22,0.76,147.0,2
u5800,q5800,0.76,0.79,0.64,0.45,0.76,56.0,3
u4925,q4925,0.65,0.83,0.41,0.73,0.78,28.0,2
u1237,q1237,0.54,0.57,0.52,0.36,0.83,26.0,1
u6455,q6455,0.65,0.86,0.39,0.61,0.75,70.0,1
u4638,q4638,0.64,0.77,0.4,0.66,0.89,47.0,3
u1522,q1522,0.4,0.46,0.46,0.16,0.63,144.0,2
u5801,q5801,0.53,0.57,0.6,0.56,0.96,50.0,3
u1471,q1471,0.5,0.52,0.35,0.54,0.7,116.0,1
u3814,q3814,0.59,0.59,0.62,0.72,0.96,37.0,2
u7505,q7505,0.73,0.78,0.59,0.82,0.75,83.0,2
u4840,q4840,0.67,0.57,0.71,0.55,0.93,87.0,3
u4024,q4024,0.74,0.83,0.65,0.74,0.84,71.0,3
u8923,q8923,0.94,0.97,0.81,0.85,0.97,29.0,2
u3890,q3890,0.71,0.77,0.77,0.53,0.9,47.0,3
u8683,q8683,0.71,0.82,0.76,0.86,0.96,47.0,3
u4438,q4438,0.83,0.76,0.74,0.53,0.75,75.0,3
u7677,q7677,0.67,0.53,0.86,0.53,0.94,37.0,3
u295,q295,0.38,0.44,0.12,0.22,0.99,27.0,2
u9543,q9543,0.83,0.98,0.82,0.81,0.98,22.0,3
u8977,q8977,0.93,0.92,0.88,0.88,1.0,45.0,3
u2503,q2503,0.39,0.37,0.32,0.68,0.72,28.0,1
u994,q994,0.39,0.33,0.41,0.56,0.3,139.0,2
u3476,q3476,0.61,0.57,0.65,0.69,0.93,41.0,1
u9429,q9429,0.89,0.93,0.81,0.9,0.96,54.0,3
u292,q292,0.2,0.35,0.0,0.62,0.67,145.0,1
u9702,q9702,0.83,0.9,0.69,0.89,0.95,42.0,3
u9660,q9660,0.85,0.91,0.88,0.78,0.98,40.0,3
u6254,q6254,0.85,0.95,0.77,0.71,0.7,78.0,2
u894,q894,0.25,0.52,0.01,0.47,0.56,27.0,1
u6881,q6881,0.56,0.66,0.47,0.71,0.82,60.0,3
u1785,q1785,0.51,0.41,0.71,0.43,0.92,29.0,1
u5859,q5859,0.48,0.68,0.3,0.78,0.97,72.0,2
u6774,q6774,0.78,0.89,0.57,0.62,0.85,51.0,2
u6846,q6846,0.7,0.81,0.44,0.73,0.68,38.0,3
u669,q669,0.21,0.13,0.28,0.46,0.42,26.0,2
u2485,q2485,0.2,0.35,0.0,0.7,0.48,148.0,1
u8189,q8189,0.9,0.84,0.85,0.84,0.99,47.0,3
u1862,q1862,0.47,0.48,0.18,0.42,0.33,32.0,1
u1596,q1596,0.31,0.3,0.32,0.3,0.7,32.0,1
